"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Traffic Basic.nlogo"
"experiment"
"12/13/2024 22:11:59:354 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-4","4"
"[run number]","acceleration","number-of-cars","deceleration","[step]","mean [speed] of turtles"
"4597","0.0045","20","0.017","300","0.7289145055166777"
"4598","0.0045","20","0.017","300","0.6647111450549759"
"4599","0.0045","20","0.017","300","0.6117650588113318"
"4595","0.0045","20","0.017","300","0.7167706924108813"
"4600","0.0045","20","0.017","300","0.6596779051618757"
"4603","0.0045","20","0.02","300","0.30844218211933716"
"4605","0.0045","20","0.02","300","0.3020438475706259"
"4601","0.0045","20","0.02","300","0.7252704593983936"
"4607","0.0045","20","0.02","300","0.5420209178902899"
"4602","0.0045","20","0.02","300","0.5219313246124871"
"4610","0.0045","20","0.02","300","0.7031342591693152"
"4608","0.0045","20","0.02","300","0.46485704726443283"
"4609","0.0045","20","0.02","300","0.3548588257676986"
"4604","0.0045","20","0.02","300","0.29843003941395774"
"4606","0.0045","20","0.02","300","0.5807932009831622"
"4611","0.0045","20","0.02","300","0.5307194210066853"
"4612","0.0045","20","0.02","300","0.5954352165367951"
"4614","0.0045","20","0.02","300","0.4468382273658739"
"4616","0.0045","20","0.02","300","0.3110199054552155"
"4618","0.0045","20","0.02","300","0.45132825203344246"
"4617","0.0045","20","0.02","300","0.37131902643478953"
"4619","0.0045","20","0.02","300","0.8082838436668849"
"4620","0.0045","20","0.02","300","0.4825894262536046"
"4615","0.0045","20","0.02","300","0.6680006441178173"
"4621","0.0045","20","0.02","300","0.468790688797172"
"4622","0.0045","20","0.02","300","0.42679355692399434"
"4624","0.0045","20","0.02","300","0.4835331442756325"
"4623","0.0045","20","0.02","300","0.5170351626315796"
"4625","0.0045","20","0.02","300","0.4505202972163449"
"4627","0.0045","20","0.02","300","0.5432540024719841"
"4626","0.0045","20","0.02","300","0.5924865468380691"
"4630","0.0045","20","0.02","300","0.3165887199306903"
"4629","0.0045","20","0.02","300","0.46406193486395464"
"4628","0.0045","20","0.02","300","0.3011837086284154"
"4631","0.0045","20","0.02","300","0.433404860337831"
"4633","0.0045","20","0.02","300","0.7281916827494732"
"4632","0.0045","20","0.02","300","0.6715460312863047"
"4634","0.0045","20","0.02","300","0.4632000613219668"
"4635","0.0045","20","0.02","300","0.7133704350918006"
"4637","0.0045","20","0.02","300","0.5398877089480772"
"4636","0.0045","20","0.02","300","0.5590930781706518"
"4613","0.0045","20","0.02","300","0.4653422520437675"
"4638","0.0045","20","0.02","300","0.4066886763272266"
"4639","0.0045","20","0.02","300","0.5205009199029863"
"4640","0.0045","20","0.02","300","0.7619975401354067"
"4641","0.0045","20","0.02","300","0.304716191096902"
"4643","0.0045","20","0.02","300","0.4990358079657634"
"4642","0.0045","20","0.02","300","0.6023392388503076"
"4648","0.0045","20","0.02","300","0.30897949928122165"
"4644","0.0045","20","0.02","300","0.5046621459635112"
"4645","0.0045","20","0.02","300","0.6795974251179012"
"4650","0.0045","20","0.02","300","0.5294619430616441"
"4647","0.0045","20","0.02","300","0.5319179993633855"
"4649","0.0045","20","0.02","300","0.5671240141996676"
"4646","0.0045","20","0.02","300","0.7674952976390401"
"4651","0.0045","20","0.02","300","0.3443022843808186"
"4652","0.0045","20","0.02","300","0.7241539376129689"
"4656","0.0045","20","0.02","300","0.5170061717873073"
"4653","0.0045","20","0.02","300","0.6464429677167957"
"4658","0.0045","20","0.02","300","0.5260625502499146"
"4654","0.0045","20","0.02","300","0.6908018708660526"
"4659","0.0045","20","0.02","300","0.5643843413178814"
"4655","0.0045","20","0.02","300","0.6262064421800402"
"4661","0.0045","20","0.02","300","0.7004844663214863"
"4662","0.0045","20","0.02","300","0.4577671117684293"
"4660","0.0045","20","0.02","300","0.4500034132843191"
"4657","0.0045","20","0.02","300","0.43156628374901224"
"4664","0.0045","20","0.02","300","0.5099927593487787"
"4665","0.0045","20","0.02","300","0.6298781837087212"
"4663","0.0045","20","0.02","300","0.5890702052256724"
"4669","0.0045","20","0.02","300","0.7311037705696088"
"4667","0.0045","20","0.02","300","0.7796406296647305"
"4666","0.0045","20","0.02","300","0.4530096463944052"
"4671","0.0045","20","0.02","300","0.44550007771749706"
"4672","0.0045","20","0.02","300","0.4557759897527288"
"4673","0.0045","20","0.02","300","0.3376934552378673"
"4675","0.0045","20","0.02","300","0.6089673346501163"
"4676","0.0045","20","0.02","300","0.5808128654054091"
"4668","0.0045","20","0.02","300","0.605673231792511"
"4674","0.0045","20","0.02","300","0.34973089802820456"
"4678","0.0045","20","0.02","300","0.36503052649166945"
"4677","0.0045","20","0.02","300","0.7863131627016462"
"4679","0.0045","20","0.02","300","0.43973682569156675"
"4686","0.0045","20","0.02","300","0.5356820794571141"
"4682","0.0045","20","0.02","300","0.37438432694832857"
"4681","0.0045","20","0.02","300","0.8521829532149686"
"4684","0.0045","20","0.02","300","0.4091871944258985"
"4680","0.0045","20","0.02","300","0.6225991370878412"
"4683","0.0045","20","0.02","300","0.5084580793075484"
"4685","0.0045","20","0.02","300","0.42373597271647884"
"4687","0.0045","20","0.02","300","0.4471469373289711"
"4691","0.0045","20","0.02","300","0.6830378797296099"
"4688","0.0045","20","0.02","300","0.45731643075903045"
"4693","0.0045","20","0.02","300","0.5079488684983331"
"4689","0.0045","20","0.02","300","0.5887983022169252"
"4696","0.0045","20","0.02","300","0.5024118680460365"
"4690","0.0045","20","0.02","300","0.43899032718793113"
"4692","0.0045","20","0.02","300","0.6068436167190042"
"4694","0.0045","20","0.02","300","0.39289775450905945"
"4695","0.0045","20","0.02","300","0.4587455415866315"
"4670","0.0045","20","0.02","300","0.5993125591668683"
"4697","0.0045","20","0.02","300","0.5568742927455952"
"4699","0.0045","20","0.02","300","0.7153163753395103"
"4701","0.0045","20","0.023","300","0.2527594365815388"
"4698","0.0045","20","0.02","300","0.4637027269117374"
"4703","0.0045","20","0.023","300","0.2752764086336402"
"4700","0.0045","20","0.02","300","0.3751320992229818"
"4706","0.0045","20","0.023","300","0.27251981674882997"
"4705","0.0045","20","0.023","300","0.2567145798600061"
"4704","0.0045","20","0.023","300","0.26700348344297"
"4702","0.0045","20","0.023","300","0.2631895864155903"
"4710","0.0045","20","0.023","300","0.2524446770093877"
"4707","0.0045","20","0.023","300","0.2661083272074064"
"4709","0.0045","20","0.023","300","0.259631770942427"
"4712","0.0045","20","0.023","300","0.2540408676170174"
"4708","0.0045","20","0.023","300","0.2517220094311156"
"4713","0.0045","20","0.023","300","0.7111568535116026"
"4714","0.0045","20","0.023","300","0.25255000000000066"
"4715","0.0045","20","0.023","300","0.567769767612111"
"4716","0.0045","20","0.023","300","0.2673588106572889"
"4719","0.0045","20","0.023","300","0.27026753891840344"
"4711","0.0045","20","0.023","300","0.27528235935164824"
"4718","0.0045","20","0.023","300","0.2572613138721931"
"4720","0.0045","20","0.023","300","0.2539033189070669"
"4722","0.0045","20","0.023","300","0.46754404584953413"
"4724","0.0045","20","0.023","300","0.25570052259611475"
"4725","0.0045","20","0.023","300","0.2657932625209857"
"4728","0.0045","20","0.023","300","0.27147334382184984"
"4727","0.0045","20","0.023","300","0.2620151595198985"
"4726","0.0045","20","0.023","300","0.4245886464472536"
"4721","0.0045","20","0.023","300","0.26630400248042535"
"4723","0.0045","20","0.023","300","0.3054502507684932"
"4729","0.0045","20","0.023","300","0.26351647958204893"
"4734","0.0045","20","0.023","300","0.246231263027277"
"4732","0.0045","20","0.023","300","0.8209528030651002"
"4733","0.0045","20","0.023","300","0.27288542021066087"
"4735","0.0045","20","0.023","300","0.2659314785904102"
"4736","0.0045","20","0.023","300","0.41404507358573317"
"4737","0.0045","20","0.023","300","0.2728449358430035"
"4717","0.0045","20","0.023","300","0.2764912626829209"
"4730","0.0045","20","0.023","300","0.39523271220946865"
"4731","0.0045","20","0.023","300","0.27426812996540184"
"4738","0.0045","20","0.023","300","0.2513385389305587"
"4744","0.0045","20","0.023","300","0.2556851187738606"
"4741","0.0045","20","0.023","300","0.4500622056057968"
"4742","0.0045","20","0.023","300","0.38700780274325847"
"4743","0.0045","20","0.023","300","0.2678258117053113"
"4745","0.0045","20","0.023","300","0.3851794910316217"
"4740","0.0045","20","0.023","300","0.2570626827562049"
"4746","0.0045","20","0.023","300","0.26975983919514473"
"4739","0.0045","20","0.023","300","0.32008328890812027"
"4747","0.0045","20","0.023","300","0.26060343220443954"
"4749","0.0045","20","0.023","300","0.2530967051704206"
"4748","0.0045","20","0.023","300","0.2739238344146965"
"4750","0.0045","20","0.023","300","0.6447393724109821"
"4751","0.0045","20","0.023","300","0.2622707880235297"
"4752","0.0045","20","0.023","300","0.2652276015506772"
"4753","0.0045","20","0.023","300","0.2703101908247713"
"4755","0.0045","20","0.023","300","0.24874125807333153"
"4757","0.0045","20","0.023","300","0.2568300587074474"
"4754","0.0045","20","0.023","300","0.2624422391767258"
"4759","0.0045","20","0.023","300","0.42526288282188435"
"4756","0.0045","20","0.023","300","0.25799341875966536"
"4763","0.0045","20","0.023","300","0.38235261837413115"
"4758","0.0045","20","0.023","300","0.3433102896822224"
"4764","0.0045","20","0.023","300","0.27499027654572206"
"4760","0.0045","20","0.023","300","0.2721009115927719"
"4761","0.0045","20","0.023","300","0.2602885934157343"
"4766","0.0045","20","0.023","300","0.2555299770405373"
"4767","0.0045","20","0.023","300","0.29054654081678155"
"4765","0.0045","20","0.023","300","0.707684208349686"
"4768","0.0045","20","0.023","300","0.2569359178551974"
"4762","0.0045","20","0.023","300","0.26128093455743606"
"4769","0.0045","20","0.023","300","0.26368424512088157"
"4771","0.0045","20","0.023","300","0.2584291805161615"
"4773","0.0045","20","0.023","300","0.27302264200306176"
"4770","0.0045","20","0.023","300","0.41447936641901595"
"4776","0.0045","20","0.023","300","0.6523196323720638"
"4772","0.0045","20","0.023","300","0.27654437935543436"
"4777","0.0045","20","0.023","300","0.25718432596323165"
"4779","0.0045","20","0.023","300","0.2775183553788604"
"4778","0.0045","20","0.023","300","0.28094325515312807"
"4774","0.0045","20","0.023","300","0.24838529140319543"
"4775","0.0045","20","0.023","300","0.28065923242986357"
"4780","0.0045","20","0.023","300","0.25861298653523096"
"4781","0.0045","20","0.023","300","0.24836060523411735"
"4782","0.0045","20","0.023","300","0.29290262569305925"
"4783","0.0045","20","0.023","300","0.2764307020526343"
"4785","0.0045","20","0.023","300","0.2699165251968513"
"4787","0.0045","20","0.023","300","0.2706334697430236"
"4788","0.0045","20","0.023","300","0.2660210991010126"
"4789","0.0045","20","0.023","300","0.37504601096369494"
"4784","0.0045","20","0.023","300","0.2849775712785588"
"4786","0.0045","20","0.023","300","0.2809223007830835"
"4790","0.0045","20","0.023","300","0.251142072809848"
"4794","0.0045","20","0.023","300","0.25989211739495965"
"4793","0.0045","20","0.023","300","0.45818321215534985"
"4795","0.0045","20","0.023","300","0.45051453517577916"
"4791","0.0045","20","0.023","300","0.27639703252269876"
"4792","0.0045","20","0.023","300","0.25650175832556055"
"4796","0.0045","20","0.023","300","0.46590125274790184"
"4797","0.0045","20","0.023","300","0.25221647828527705"
"4798","0.0045","20","0.023","300","0.37088257943077624"
"4799","0.0045","20","0.023","300","0.2617840727691933"
"4803","0.0045","20","0.026","300","0.22994571245612408"
"4805","0.0045","20","0.026","300","0.2671220374907171"
"4804","0.0045","20","0.026","300","0.250541057425525"
"4800","0.0045","20","0.023","300","0.2716898823251973"
"4802","0.0045","20","0.026","300","0.24271886792185496"
"4801","0.0045","20","0.026","300","0.23502610814405295"
"4808","0.0045","20","0.026","300","0.24607322787060645"
"4809","0.0045","20","0.026","300","0.23554797711009928"
"4807","0.0045","20","0.026","300","0.2401866047337658"
"4806","0.0045","20","0.026","300","0.24619232777085015"
"4810","0.0045","20","0.026","300","0.22540870452728862"
"4811","0.0045","20","0.026","300","0.22279870170407717"
"4813","0.0045","20","0.026","300","0.24885000000000046"
"4814","0.0045","20","0.026","300","0.24124963040240313"
"4818","0.0045","20","0.026","300","0.23397181152145324"
"4819","0.0045","20","0.026","300","0.22967164485906894"
"4812","0.0045","20","0.026","300","0.24346838933876608"
"4815","0.0045","20","0.026","300","0.23359772465921624"
"4816","0.0045","20","0.026","300","0.22906289091822102"
"4817","0.0045","20","0.026","300","0.2414174426195861"
"4820","0.0045","20","0.026","300","0.23835940115905513"
"4822","0.0045","20","0.026","300","0.24772515896897299"
"4823","0.0045","20","0.026","300","0.23495136209218673"
"4821","0.0045","20","0.026","300","0.24058959191763857"
"4824","0.0045","20","0.026","300","0.2509922984655631"
"4828","0.0045","20","0.026","300","0.5167295583737814"
"4825","0.0045","20","0.026","300","0.23794863947870554"
"4826","0.0045","20","0.026","300","0.2388898473758218"
"4827","0.0045","20","0.026","300","0.24945717336426307"
"4830","0.0045","20","0.026","300","0.23664257424551738"
"4833","0.0045","20","0.026","300","0.22742701971644977"
"4834","0.0045","20","0.026","300","0.23307532284173674"
"4831","0.0045","20","0.026","300","0.2346602719231261"
"4832","0.0045","20","0.026","300","0.2402551102926039"
"4829","0.0045","20","0.026","300","0.2294754176891478"
"4836","0.0045","20","0.026","300","0.24734019345206"
"4837","0.0045","20","0.026","300","0.23821065100318667"
"4835","0.0045","20","0.026","300","0.24336506995379517"
"4840","0.0045","20","0.026","300","0.25472012696461177"
"4839","0.0045","20","0.026","300","0.23620496935948448"
"4838","0.0045","20","0.026","300","0.244815026346125"
"4842","0.0045","20","0.026","300","0.2409635146597306"
"4843","0.0045","20","0.026","300","0.23303485579443825"
"4848","0.0045","20","0.026","300","0.2463074969210907"
"4847","0.0045","20","0.026","300","0.22619973505615582"
"4841","0.0045","20","0.026","300","0.23006987207918375"
"4844","0.0045","20","0.026","300","0.23660449008706713"
"4850","0.0045","20","0.026","300","0.2292169931104664"
"4845","0.0045","20","0.026","300","0.25137252739179544"
"4851","0.0045","20","0.026","300","0.24950682451393832"
"4852","0.0045","20","0.026","300","0.23805000000000048"
"4846","0.0045","20","0.026","300","0.24768059262160674"
"4849","0.0045","20","0.026","300","0.2504672526156966"
"4855","0.0045","20","0.026","300","0.24719908703783636"
"4853","0.0045","20","0.026","300","0.2447143741540152"
"4854","0.0045","20","0.026","300","0.2330867584050324"
"4856","0.0045","20","0.026","300","0.23949377426823415"
"4859","0.0045","20","0.026","300","0.235236973592712"
"4861","0.0045","20","0.026","300","0.22914781302458748"
"4857","0.0045","20","0.026","300","0.25218860832784"
"4862","0.0045","20","0.026","300","0.22604810641884548"
"4865","0.0045","20","0.026","300","0.2852183013260292"
"4860","0.0045","20","0.026","300","0.23257196667059588"
"4858","0.0045","20","0.026","300","0.23618122327801655"
"4866","0.0045","20","0.026","300","0.24094113517821797"
"4863","0.0045","20","0.026","300","0.2294834489025555"
"4867","0.0045","20","0.026","300","0.22217316815856397"
"4868","0.0045","20","0.026","300","0.23767026601689648"
"4864","0.0045","20","0.026","300","0.23367176477094675"
"4869","0.0045","20","0.026","300","0.23092424988380084"
"4870","0.0045","20","0.026","300","0.22276086093999797"
"4873","0.0045","20","0.026","300","0.22566816522342723"
"4872","0.0045","20","0.026","300","0.23354541912017698"
"4871","0.0045","20","0.026","300","0.2218455832104677"
"4879","0.0045","20","0.026","300","0.24793101783563304"
"4876","0.0045","20","0.026","300","0.2298408879908432"
"4878","0.0045","20","0.026","300","0.24268228459675184"
"4881","0.0045","20","0.026","300","0.23792107873705293"
"4874","0.0045","20","0.026","300","0.23859903206801297"
"4882","0.0045","20","0.026","300","0.24063564426861447"
"4875","0.0045","20","0.026","300","0.23051186987563493"
"4883","0.0045","20","0.026","300","0.23051707258315401"
"4877","0.0045","20","0.026","300","0.226264025251879"
"4880","0.0045","20","0.026","300","0.22635881637452834"
"4884","0.0045","20","0.026","300","0.23347709492957547"
"4886","0.0045","20","0.026","300","0.23006414538932152"
"4887","0.0045","20","0.026","300","0.23095238425124348"
"4888","0.0045","20","0.026","300","0.22771747035872242"
"4889","0.0045","20","0.026","300","0.6106656185910421"
"4885","0.0045","20","0.026","300","0.24556095018184973"
"4891","0.0045","20","0.026","300","0.22797714756624407"
"4893","0.0045","20","0.026","300","0.24182616978329347"
"4890","0.0045","20","0.026","300","0.2444045940565575"
"4892","0.0045","20","0.026","300","0.2250595659980818"
"4896","0.0045","20","0.026","300","0.291779811343467"
"4894","0.0045","20","0.026","300","0.24790985248557024"
"4897","0.0045","20","0.026","300","0.2284410458208444"
"4895","0.0045","20","0.026","300","0.24807723166604032"
"4902","0.0045","20","0.029","300","0.22004178280811776"
"4898","0.0045","20","0.026","300","0.24125457502463576"
"4900","0.0045","20","0.026","300","0.2536146550764703"
"4899","0.0045","20","0.026","300","0.23962500000000042"
"4903","0.0045","20","0.029","300","0.21063352764389226"
"4901","0.0045","20","0.029","300","0.2013561995731099"
"4906","0.0045","20","0.029","300","0.21872440673863985"
"4908","0.0045","20","0.029","300","0.22117371202432418"
"4904","0.0045","20","0.029","300","0.2244978516621497"
"4905","0.0045","20","0.029","300","0.23137362771625777"
"4910","0.0045","20","0.029","300","0.22259332941288212"
"4912","0.0045","20","0.029","300","0.20508279849246666"
"4914","0.0045","20","0.029","300","0.2169750000000003"
"4911","0.0045","20","0.029","300","0.20694132542942842"
"4913","0.0045","20","0.029","300","0.2077937203548633"
"4909","0.0045","20","0.029","300","0.22111749222120874"
"4907","0.0045","20","0.029","300","0.21630991515226783"
"4916","0.0045","20","0.029","300","0.22701779125818936"
"4917","0.0045","20","0.029","300","0.22085739546999092"
"4915","0.0045","20","0.029","300","0.2688276926687961"
"4922","0.0045","20","0.029","300","0.2010925047813787"
"4920","0.0045","20","0.029","300","0.23053671650938884"
"4921","0.0045","20","0.029","300","0.21440404868162263"
"4923","0.0045","20","0.029","300","0.2192320708954721"
"4918","0.0045","20","0.029","300","0.22004386802468473"
"4924","0.0045","20","0.029","300","0.22455000000000017"
"4919","0.0045","20","0.029","300","0.21556632471439205"
"4926","0.0045","20","0.029","300","0.20925900483635088"
"4925","0.0045","20","0.029","300","0.22813532028849698"
"4927","0.0045","20","0.029","300","0.20047443778114094"
"4928","0.0045","20","0.029","300","0.20436117804151474"
"4931","0.0045","20","0.029","300","0.21198793548935954"
"4930","0.0045","20","0.029","300","0.21522020762023608"
"4932","0.0045","20","0.029","300","0.2192087007600267"
"4929","0.0045","20","0.029","300","0.20896179971957457"
"4933","0.0045","20","0.029","300","0.22167591064054276"
"4935","0.0045","20","0.029","300","0.22469979460232095"
"4934","0.0045","20","0.029","300","0.20148341413709558"
"4936","0.0045","20","0.029","300","0.2091981283666217"
"4939","0.0045","20","0.029","300","0.20737967591714673"
"4940","0.0045","20","0.029","300","0.2307754250009364"
"4938","0.0045","20","0.029","300","0.22197286066005645"
"4942","0.0045","20","0.029","300","0.20662500000000028"
"4941","0.0045","20","0.029","300","0.1999284304250676"
"4937","0.0045","20","0.029","300","0.22264597291674915"
"4943","0.0045","20","0.029","300","0.22014228827601845"
"4945","0.0045","20","0.029","300","0.22715638018168968"
"4946","0.0045","20","0.029","300","0.19989374481781136"
"4944","0.0045","20","0.029","300","0.21588148128473433"
"4947","0.0045","20","0.029","300","0.21100671097329715"
"4952","0.0045","20","0.029","300","0.22344385717012155"
"4948","0.0045","20","0.029","300","0.20568574415353513"
"4949","0.0045","20","0.029","300","0.20527893264216704"
"4955","0.0045","20","0.029","300","0.23062488835960457"
"4953","0.0045","20","0.029","300","0.3180509616952102"
"4951","0.0045","20","0.029","300","0.3428453619366311"
"4956","0.0045","20","0.029","300","0.216721588505166"
"4957","0.0045","20","0.029","300","0.23168649107144543"
"4958","0.0045","20","0.029","300","0.20561299799280666"
"4960","0.0045","20","0.029","300","0.20203614100381043"
"4959","0.0045","20","0.029","300","0.28332752596187244"
"4963","0.0045","20","0.029","300","0.1960206387481952"
"4962","0.0045","20","0.029","300","0.22459968740226594"
"4964","0.0045","20","0.029","300","0.22061046542628224"
"4961","0.0045","20","0.029","300","0.22301886541046395"
"4966","0.0045","20","0.029","300","0.21907256551294166"
"4967","0.0045","20","0.029","300","0.2070198058161441"
"4965","0.0045","20","0.029","300","0.20232754102521283"
"4969","0.0045","20","0.029","300","0.2170146421943615"
"4968","0.0045","20","0.029","300","0.2253515782078761"
"4970","0.0045","20","0.029","300","0.22183755276084058"
"4950","0.0045","20","0.029","300","0.20103455450301477"
"4972","0.0045","20","0.029","300","0.23187476332356044"
"4973","0.0045","20","0.029","300","0.22555675473177977"
"4971","0.0045","20","0.029","300","0.2176250000000004"
"4975","0.0045","20","0.029","300","0.21609699807314073"
"4976","0.0045","20","0.029","300","0.20765860684880363"
"4978","0.0045","20","0.029","300","0.22622117472334194"
"4954","0.0045","20","0.029","300","0.2207725844145913"
"4979","0.0045","20","0.029","300","0.20139675864391643"
"4980","0.0045","20","0.029","300","0.21412915862890838"
"4981","0.0045","20","0.029","300","0.22463843204842138"
"4982","0.0045","20","0.029","300","0.21731311839473738"
"4983","0.0045","20","0.029","300","0.20507535687740916"
"4984","0.0045","20","0.029","300","0.2151076809483658"
"4985","0.0045","20","0.029","300","0.21330043875461477"
"4986","0.0045","20","0.029","300","0.22587652217313958"
"4987","0.0045","20","0.029","300","0.21639394605849"
"4988","0.0045","20","0.029","300","0.21252610300232164"
"4989","0.0045","20","0.029","300","0.2016586862646465"
"4990","0.0045","20","0.029","300","0.21072203311113555"
"4991","0.0045","20","0.029","300","0.2193321255522373"
"4993","0.0045","20","0.029","300","0.20193509738721752"
"4992","0.0045","20","0.029","300","0.22566359283708307"
"4994","0.0045","20","0.029","300","0.21068802065344822"
"4974","0.0045","20","0.029","300","0.2290829345013466"
"4995","0.0045","20","0.029","300","0.22405482362222123"
"4996","0.0045","20","0.029","300","0.20168483329344472"
"4977","0.0045","20","0.029","300","0.2199568516771316"
"4997","0.0045","20","0.029","300","0.21278805474513457"
"4999","0.0045","20","0.029","300","0.2158162974185867"
"4998","0.0045","20","0.029","300","0.4616089380176905"
"5002","0.0045","20","0.032","300","0.18954863086357027"
"5003","0.0045","20","0.032","300","0.19623715530095032"
"5001","0.0045","20","0.032","300","0.18466538467834043"
"5004","0.0045","20","0.032","300","0.20225151417285758"
"5000","0.0045","20","0.029","300","0.2184848455790998"
"5006","0.0045","20","0.032","300","0.1977266460020463"
"5007","0.0045","20","0.032","300","0.21092765398820776"
"5005","0.0045","20","0.032","300","0.1941785669291254"
"5009","0.0045","20","0.032","300","0.2010638329611069"
"5008","0.0045","20","0.032","300","0.19976952081576183"
"5012","0.0045","20","0.032","300","0.20670499977724965"
"5014","0.0045","20","0.032","300","0.19891730237214295"
"5013","0.0045","20","0.032","300","0.18892937419744105"
"5010","0.0045","20","0.032","300","0.19118868579425438"
"5015","0.0045","20","0.032","300","0.19873088167872463"
"5016","0.0045","20","0.032","300","0.1859286019195258"
"5011","0.0045","20","0.032","300","0.19644374687124816"
"5018","0.0045","20","0.032","300","0.19701477049417443"
"5020","0.0045","20","0.032","300","0.18937500000000013"
"5017","0.0045","20","0.032","300","0.18405994858885083"
"5019","0.0045","20","0.032","300","0.1991383405737695"
"5022","0.0045","20","0.032","300","0.19834216844532018"
"5024","0.0045","20","0.032","300","0.18841960660688312"
"5027","0.0045","20","0.032","300","0.1840023109582758"
"5025","0.0045","20","0.032","300","0.18745407423890864"
"5026","0.0045","20","0.032","300","0.210351081971557"
"5028","0.0045","20","0.032","300","0.19342422191763475"
"5030","0.0045","20","0.032","300","0.20762444766264226"
"5029","0.0045","20","0.032","300","0.18776317171550141"
"5031","0.0045","20","0.032","300","0.19192203661607204"
"5033","0.0045","20","0.032","300","0.1968778885158819"
"5032","0.0045","20","0.032","300","0.18507272669632663"
"5034","0.0045","20","0.032","300","0.2035794857368943"
"5039","0.0045","20","0.032","300","0.2037750000000001"
"5035","0.0045","20","0.032","300","0.19333544857559828"
"5038","0.0045","20","0.032","300","0.20667761125157216"
"5037","0.0045","20","0.032","300","0.20627460020765728"
"5036","0.0045","20","0.032","300","0.19746336371854087"
"5040","0.0045","20","0.032","300","0.19494952166556687"
"5041","0.0045","20","0.032","300","0.2055613637201244"
"5023","0.0045","20","0.032","300","0.18863474786899595"
"5042","0.0045","20","0.032","300","0.20345586710077912"
"5044","0.0045","20","0.032","300","0.19499868931745776"
"5046","0.0045","20","0.032","300","0.21589758921018487"
"5045","0.0045","20","0.032","300","0.2032941249848576"
"5047","0.0045","20","0.032","300","0.18267679238114842"
"5021","0.0045","20","0.032","300","0.20801180194032276"
"5043","0.0045","20","0.032","300","0.18781425104067212"
"5048","0.0045","20","0.032","300","0.20104764121088534"
"5049","0.0045","20","0.032","300","0.20345850920673017"
"5050","0.0045","20","0.032","300","0.18553880367894504"
"5051","0.0045","20","0.032","300","0.1840421631723442"
"5052","0.0045","20","0.032","300","0.19533352981530594"
"5053","0.0045","20","0.032","300","0.19177236210862042"
"5055","0.0045","20","0.032","300","0.19098899437292377"
"5056","0.0045","20","0.032","300","0.18815931822548737"
"5054","0.0045","20","0.032","300","0.20211783440894884"
"5057","0.0045","20","0.032","300","0.2075118528911984"
"5060","0.0045","20","0.032","300","0.20166261879929434"
"5058","0.0045","20","0.032","300","0.190534033245152"
"5059","0.0045","20","0.032","300","0.20136192900986932"
"5064","0.0045","20","0.032","300","0.2046750270751312"
"5061","0.0045","20","0.032","300","0.1924048887450494"
"5066","0.0045","20","0.032","300","0.19366883002068988"
"5067","0.0045","20","0.032","300","0.19703253267029786"
"5065","0.0045","20","0.032","300","0.20446121565213207"
"5069","0.0045","20","0.032","300","0.18379529311252202"
"5068","0.0045","20","0.032","300","0.2085178968575053"
"5063","0.0045","20","0.032","300","0.19294304432556802"
"5062","0.0045","20","0.032","300","0.1832861941705072"
"5070","0.0045","20","0.032","300","0.1911000000000001"
"5076","0.0045","20","0.032","300","0.2023843311915122"
"5073","0.0045","20","0.032","300","0.20193281620197995"
"5074","0.0045","20","0.032","300","0.1929047105171356"
"5077","0.0045","20","0.032","300","0.19849189519973148"
"5078","0.0045","20","0.032","300","0.18829744410447463"
"5072","0.0045","20","0.032","300","0.19551142651123105"
"5075","0.0045","20","0.032","300","0.20941622504748256"
"5079","0.0045","20","0.032","300","0.21827649332891016"
"5080","0.0045","20","0.032","300","0.18551865863409148"
"5081","0.0045","20","0.032","300","0.19785000000000008"
"5082","0.0045","20","0.032","300","0.20547929613535412"
"5083","0.0045","20","0.032","300","0.20582767666080523"
"5085","0.0045","20","0.032","300","0.20400000000000024"
"5084","0.0045","20","0.032","300","0.18852183241542736"
"5086","0.0045","20","0.032","300","0.19972291212868695"
"5087","0.0045","20","0.032","300","0.211081741096773"
"5090","0.0045","20","0.032","300","0.18683674032880399"
"5089","0.0045","20","0.032","300","0.21152955718834038"
"5088","0.0045","20","0.032","300","0.20558867252582905"
"5091","0.0045","20","0.032","300","0.19604939470213206"
"5093","0.0045","20","0.032","300","0.18787137121501352"
"5094","0.0045","20","0.032","300","0.20097857754704235"
"5092","0.0045","20","0.032","300","0.18193170845047074"
"5071","0.0045","20","0.032","300","0.19707837388820773"
"5096","0.0045","20","0.032","300","0.18515334525213248"
"5097","0.0045","20","0.032","300","0.20686322802026083"
"5095","0.0045","20","0.032","300","0.20848997660294918"
"5098","0.0045","20","0.032","300","0.18875271834046115"
"5099","0.0045","20","0.032","300","0.19581357951092976"
"5104","0.0045","20","0.035","300","0.17256932542710665"
"5103","0.0045","20","0.035","300","0.1828026506571607"
"5100","0.0045","20","0.032","300","0.20534983432970727"
"5101","0.0045","20","0.035","300","0.17945665733864158"
"5102","0.0045","20","0.035","300","0.1747407265241402"
"5107","0.0045","20","0.035","300","0.1810099302046657"
"5108","0.0045","20","0.035","300","0.178425"
"5109","0.0045","20","0.035","300","0.1870713749239853"
"5110","0.0045","20","0.035","300","0.1805"
