"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"null"
"vida_agentes"
"11/18/2024 12:22:12:810 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num_agentes","num_pasos","[step]","ticks"
"256","150","1","105","105"
"262","150","1","87","87"
"261","150","1","131","131"
"255","150","1","129","129"
"259","150","1","106","106"
"254","150","1","149","149"
"265","150","1","73","73"
"267","150","1","116","116"
"266","150","1","114","114"
"269","150","1","77","77"
"264","150","1","137","137"
"268","150","1","97","97"
"271","150","1","82","82"
"272","150","1","117","117"
"160","100","1","177","177"
"270","150","1","165","165"
"263","150","1","79","79"
"273","150","1","74","74"
"275","150","1","95","95"
"278","150","1","120","120"
"274","150","1","107","107"
"277","150","1","114","114"
"283","150","1","96","96"
"280","150","1","80","80"
"282","150","1","117","117"
"284","150","1","105","105"
"286","150","1","81","81"
"285","150","1","89","89"
"289","150","1","111","111"
"281","150","1","125","125"
"290","150","1","120","120"
"291","150","1","103","103"
"287","150","1","85","85"
"293","150","1","102","102"
"292","150","1","97","97"
"295","150","1","105","105"
"276","150","1","106","106"
"296","150","1","89","89"
"294","150","1","89","89"
"297","150","1","86","86"
"298","150","1","103","103"
"302","200","1","75","75"
"300","150","1","111","111"
"288","150","1","126","126"
"299","150","1","89","89"
"304","200","1","73","73"
"307","200","1","73","73"
"306","200","1","69","69"
"303","200","1","82","82"
"305","200","1","88","88"
"301","200","1","85","85"
"308","200","1","67","67"
"311","200","1","57","57"
"313","200","1","78","78"
"316","200","1","79","79"
"315","200","1","64","64"
"317","200","1","90","90"
"314","200","1","75","75"
"310","200","1","78","78"
"309","200","1","76","76"
"321","200","1","105","105"
"319","200","1","82","82"
"318","200","1","138","138"
"325","200","1","66","66"
"320","200","1","63","63"
"312","200","1","63","63"
"326","200","1","63","63"
"324","200","1","69","69"
"323","200","1","99","99"
"327","200","1","71","71"
"322","200","1","78","78"
"330","200","1","69","69"
"329","200","1","61","61"
"331","200","1","92","92"
"333","200","1","52","52"
"332","200","1","73","73"
"337","200","1","90","90"
"328","200","1","86","86"
"335","200","1","85","85"
"334","200","1","91","91"
"338","200","1","87","87"
"341","200","1","82","82"
"344","200","1","84","84"
"336","200","1","77","77"
"346","200","1","55","55"
"343","200","1","71","71"
"345","200","1","71","71"
"339","200","1","96","96"
"342","200","1","74","74"
"347","200","1","84","84"
"340","200","1","78","78"
"349","200","1","90","90"
"350","200","1","77","77"
"351","200","1","67","67"
"348","200","1","74","74"
"354","200","1","86","86"
"356","200","1","88","88"
"352","200","1","65","65"
"355","200","1","76","76"
"361","200","1","85","85"
"358","200","1","90","90"
"362","200","1","63","63"
"364","200","1","75","75"
"363","200","1","82","82"
"365","200","1","81","81"
"359","200","1","80","80"
"367","200","1","81","81"
"366","200","1","83","83"
"369","200","1","59","59"
"357","200","1","68","68"
"360","200","1","84","84"
"353","200","1","81","81"
"370","200","1","63","63"
"371","200","1","67","67"
"373","200","1","102","102"
"374","200","1","77","77"
"375","200","1","86","86"
"279","150","1","105","105"
"379","200","1","79","79"
"380","200","1","71","71"
"372","200","1","61","61"
"368","200","1","100","100"
"381","200","1","70","70"
"378","200","1","84","84"
"376","200","1","63","63"
"383","200","1","108","108"
"377","200","1","57","57"
"384","200","1","79","79"
"388","200","1","78","78"
"386","200","1","59","59"
"385","200","1","68","68"
"387","200","1","84","84"
"390","200","1","71","71"
"392","200","1","82","82"
"396","200","1","60","60"
"393","200","1","78","78"
"397","200","1","64","64"
"391","200","1","64","64"
"389","200","1","117","117"
"395","200","1","73","73"
"394","200","1","80","80"
"399","200","1","89","89"
"400","200","1","63","63"
"398","200","1","96","96"
"382","200","1","63","63"
